id_contrat,code_regle,nom_regle,description,detail,score_risque,niveau,source,date_detection
BA001186,R04,Tiers payeur,Paiement effectué par un tiers non justifié,Paiement par tiers détecté,0.65,MEDIUM,Procédure AML section 5.2,2026-08-06
BA001204,R01,Rachat précoce,Rachat dans les 6 mois suivant la souscription,Rachat après 60 jours (< 180 jours),0.75,HIGH,Procédure AML section 5.2,2026-08-06
BA001204,R02,Perte acceptée,Rachat avec pénalités disproportionnées acceptées,Rachat avec pénalités acceptées détecté,0.8,HIGH,LC 18/9 — Question I45,2026-08-06
BA001204,R04,Tiers payeur,Paiement effectué par un tiers non justifié,Paiement par tiers détecté,0.65,MEDIUM,Procédure AML section 5.2,2026-08-06
BA001204,R05,PEP avec rachat,Client PEP effectuant un rachat,Client PEP (PPE1) avec 1 rachat(s),0.85,HIGH,Procédure AML — Vigilance renforcée PEP,2026-08-06
BA001204,R06,Score LC189 élevé,Score LC 18/9 supérieur à 15,Score LC 18/9 = 20 > 15,0.7,HIGH,LC 18/9 — Seuil HIGH,2026-08-06
BA001204,R07,Pays élevé dans les flux,Banque origine ou destination dans pays à risque élevé,Banque origine dans pays élevé : Cayman Islands,0.6,MEDIUM,LC 18/9 — Questions I20 / I47,2026-08-06
BA001204,R09,Rachat précoce et perte combinés,Rachat précoce ET perte acceptée simultanément,Rachat précoce ET perte acceptée — pattern blanchiment classique,0.95,CRITICAL,LC 18/9 — Question I50,2026-08-06
BA001208,R08,Structure opaque,Client avec structure juridique complexe (personne morale),Client avec structure juridique morale,0.55,MEDIUM,LC 18/9 — Question I12,2026-08-06
BA001217,R05,PEP avec rachat,Client PEP effectuant un rachat,Client PEP (PPE1) avec 1 rachat(s),0.85,HIGH,Procédure AML — Vigilance renforcée PEP,2026-08-06
BA001222,R02,Perte acceptée,Rachat avec pénalités disproportionnées acceptées,Rachat avec pénalités acceptées détecté,0.8,HIGH,LC 18/9 — Question I45,2026-08-06
BA001224,R01,Rachat précoce,Rachat dans les 6 mois suivant la souscription,Rachat après 49 jours (< 180 jours),0.75,HIGH,Procédure AML section 5.2,2026-08-06
BA001224,R02,Perte acceptée,Rachat avec pénalités disproportionnées acceptées,Rachat avec pénalités acceptées détecté,0.8,HIGH,LC 18/9 — Question I45,2026-08-06
BA001224,R04,Tiers payeur,Paiement effectué par un tiers non justifié,Paiement par tiers détecté,0.65,MEDIUM,Procédure AML section 5.2,2026-08-06
BA001224,R07,Pays élevé dans les flux,Banque origine ou destination dans pays à risque élevé,Banque origine dans pays élevé : Panama,0.6,MEDIUM,LC 18/9 — Questions I20 / I47,2026-08-06
BA001224,R09,Rachat précoce et perte combinés,Rachat précoce ET perte acceptée simultanément,Rachat précoce ET perte acceptée — pattern blanchiment classique,0.95,CRITICAL,LC 18/9 — Question I50,2026-08-06
BA001226,R04,Tiers payeur,Paiement effectué par un tiers non justifié,Paiement par tiers détecté,0.65,MEDIUM,Procédure AML section 5.2,2026-08-06
BA001232,R01,Rachat précoce,Rachat dans les 6 mois suivant la souscription,Rachat après 54 jours (< 180 jours),0.75,HIGH,Procédure AML section 5.2,2026-08-06
BA001232,R02,Perte acceptée,Rachat avec pénalités disproportionnées acceptées,Rachat avec pénalités acceptées détecté,0.8,HIGH,LC 18/9 — Question I45,2026-08-06
BA001232,R03,Pays interdit,Transaction vers ou depuis un pays interdit,Destination fonds pays interdit : Monaco,1.0,CRITICAL,Classification pays Wealins,2026-08-06
BA001232,R04,Tiers payeur,Paiement effectué par un tiers non justifié,Paiement par tiers détecté,0.65,MEDIUM,Procédure AML section 5.2,2026-08-06
BA001232,R07,Pays élevé dans les flux,Banque origine ou destination dans pays à risque élevé,Banque origine dans pays élevé : Cayman Islands,0.6,MEDIUM,LC 18/9 — Questions I20 / I47,2026-08-06
BA001232,R09,Rachat précoce et perte combinés,Rachat précoce ET perte acceptée simultanément,Rachat précoce ET perte acceptée — pattern blanchiment classique,0.95,CRITICAL,LC 18/9 — Question I50,2026-08-06
BA001234,R10,Rachats multiples,Plus de 2 rachats sur les 2 dernières années,3 rachats sur les 2 dernières années,0.65,MEDIUM,LC 18/9 — Question I44,2026-08-06
BA001237,R08,Structure opaque,Client avec structure juridique complexe (personne morale),Client avec structure juridique morale,0.55,MEDIUM,LC 18/9 — Question I12,2026-08-06
BA001238,R08,Structure opaque,Client avec structure juridique complexe (personne morale),Client avec structure juridique morale,0.55,MEDIUM,LC 18/9 — Question I12,2026-08-06
BA001239,R08,Structure opaque,Client avec structure juridique complexe (personne morale),Client avec structure juridique morale,0.55,MEDIUM,LC 18/9 — Question I12,2026-08-06
BA001240,R10,Rachats multiples,Plus de 2 rachats sur les 2 dernières années,3 rachats sur les 2 dernières années,0.65,MEDIUM,LC 18/9 — Question I44,2026-08-06
BA001246,R08,Structure opaque,Client avec structure juridique complexe (personne morale),Client avec structure juridique morale,0.55,MEDIUM,LC 18/9 — Question I12,2026-08-06
BA001250,R02,Perte acceptée,Rachat avec pénalités disproportionnées acceptées,Rachat avec pénalités acceptées détecté,0.8,HIGH,LC 18/9 — Question I45,2026-08-06
BA001251,R08,Structure opaque,Client avec structure juridique complexe (personne morale),Client avec structure juridique morale,0.55,MEDIUM,LC 18/9 — Question I12,2026-08-06
BA001258,R12,Arbitrage vers fonds offshore,Arbitrage vers un fonds dans une juridiction à risque,Arbitrage vers fonds suspect : PE_CAY_01,0.75,HIGH,LC 18/9 — Questions I35/I36,2026-08-06
BA001265,R02,Perte acceptée,Rachat avec pénalités disproportionnées acceptées,Rachat avec pénalités acceptées détecté,0.8,HIGH,LC 18/9 — Question I45,2026-08-06
BA001265,R04,Tiers payeur,Paiement effectué par un tiers non justifié,Paiement par tiers détecté,0.65,MEDIUM,Procédure AML section 5.2,2026-08-06
BA001266,R04,Tiers payeur,Paiement effectué par un tiers non justifié,Paiement par tiers détecté,0.65,MEDIUM,Procédure AML section 5.2,2026-08-06
BA001266,R08,Structure opaque,Client avec structure juridique complexe (personne morale),Client avec structure juridique morale,0.55,MEDIUM,LC 18/9 — Question I12,2026-08-06
BA001283,R01,Rachat précoce,Rachat dans les 6 mois suivant la souscription,Rachat après 43 jours (< 180 jours),0.75,HIGH,Procédure AML section 5.2,2026-08-06
BA001283,R02,Perte acceptée,Rachat avec pénalités disproportionnées acceptées,Rachat avec pénalités acceptées détecté,0.8,HIGH,LC 18/9 — Question I45,2026-08-06
BA001283,R03,Pays interdit,Transaction vers ou depuis un pays interdit,Origine fonds pays interdit : Monaco,1.0,CRITICAL,Classification pays Wealins,2026-08-06
BA001283,R04,Tiers payeur,Paiement effectué par un tiers non justifié,Paiement par tiers détecté,0.65,MEDIUM,Procédure AML section 5.2,2026-08-06
BA001283,R09,Rachat précoce et perte combinés,Rachat précoce ET perte acceptée simultanément,Rachat précoce ET perte acceptée — pattern blanchiment classique,0.95,CRITICAL,LC 18/9 — Question I50,2026-08-06
BA001284,R01,Rachat précoce,Rachat dans les 6 mois suivant la souscription,Rachat après 41 jours (< 180 jours),0.75,HIGH,Procédure AML section 5.2,2026-08-06
BA001284,R02,Perte acceptée,Rachat avec pénalités disproportionnées acceptées,Rachat avec pénalités acceptées détecté,0.8,HIGH,LC 18/9 — Question I45,2026-08-06
BA001284,R04,Tiers payeur,Paiement effectué par un tiers non justifié,Paiement par tiers détecté,0.65,MEDIUM,Procédure AML section 5.2,2026-08-06
BA001284,R07,Pays élevé dans les flux,Banque origine ou destination dans pays à risque élevé,Banque origine dans pays élevé : Panama,0.6,MEDIUM,LC 18/9 — Questions I20 / I47,2026-08-06
BA001284,R09,Rachat précoce et perte combinés,Rachat précoce ET perte acceptée simultanément,Rachat précoce ET perte acceptée — pattern blanchiment classique,0.95,CRITICAL,LC 18/9 — Question I50,2026-08-06
BA001287,R08,Structure opaque,Client avec structure juridique complexe (personne morale),Client avec structure juridique morale,0.55,MEDIUM,LC 18/9 — Question I12,2026-08-06
BA001290,R04,Tiers payeur,Paiement effectué par un tiers non justifié,Paiement par tiers détecté,0.65,MEDIUM,Procédure AML section 5.2,2026-08-06
BA001293,R01,Rachat précoce,Rachat dans les 6 mois suivant la souscription,Rachat après 54 jours (< 180 jours),0.75,HIGH,Procédure AML section 5.2,2026-08-06
BA001293,R02,Perte acceptée,Rachat avec pénalités disproportionnées acceptées,Rachat avec pénalités acceptées détecté,0.8,HIGH,LC 18/9 — Question I45,2026-08-06
BA001293,R04,Tiers payeur,Paiement effectué par un tiers non justifié,Paiement par tiers détecté,0.65,MEDIUM,Procédure AML section 5.2,2026-08-06
BA001293,R07,Pays élevé dans les flux,Banque origine ou destination dans pays à risque élevé,Banque origine dans pays élevé : Panama,0.6,MEDIUM,LC 18/9 — Questions I20 / I47,2026-08-06
BA001293,R09,Rachat précoce et perte combinés,Rachat précoce ET perte acceptée simultanément,Rachat précoce ET perte acceptée — pattern blanchiment classique,0.95,CRITICAL,LC 18/9 — Question I50,2026-08-06
BA001300,R01,Rachat précoce,Rachat dans les 6 mois suivant la souscription,Rachat après 65 jours (< 180 jours),0.75,HIGH,Procédure AML section 5.2,2026-08-06
BA001300,R02,Perte acceptée,Rachat avec pénalités disproportionnées acceptées,Rachat avec pénalités acceptées détecté,0.8,HIGH,LC 18/9 — Question I45,2026-08-06
BA001300,R04,Tiers payeur,Paiement effectué par un tiers non justifié,Paiement par tiers détecté,0.65,MEDIUM,Procédure AML section 5.2,2026-08-06
BA001300,R05,PEP avec rachat,Client PEP effectuant un rachat,Client PEP (PPE1) avec 3 rachat(s),0.85,HIGH,Procédure AML — Vigilance renforcée PEP,2026-08-06
BA001300,R06,Score LC189 élevé,Score LC 18/9 supérieur à 15,Score LC 18/9 = 21 > 15,0.7,HIGH,LC 18/9 — Seuil HIGH,2026-08-06
BA001300,R07,Pays élevé dans les flux,Banque origine ou destination dans pays à risque élevé,Banque origine dans pays élevé : Panama,0.6,MEDIUM,LC 18/9 — Questions I20 / I47,2026-08-06
BA001300,R09,Rachat précoce et perte combinés,Rachat précoce ET perte acceptée simultanément,Rachat précoce ET perte acceptée — pattern blanchiment classique,0.95,CRITICAL,LC 18/9 — Question I50,2026-08-06
BA001305,R01,Rachat précoce,Rachat dans les 6 mois suivant la souscription,Rachat après 38 jours (< 180 jours),0.75,HIGH,Procédure AML section 5.2,2026-08-06
BA001305,R02,Perte acceptée,Rachat avec pénalités disproportionnées acceptées,Rachat avec pénalités acceptées détecté,0.8,HIGH,LC 18/9 — Question I45,2026-08-06
BA001305,R03,Pays interdit,Transaction vers ou depuis un pays interdit,Destination fonds pays interdit : Monaco,1.0,CRITICAL,Classification pays Wealins,2026-08-06
BA001305,R04,Tiers payeur,Paiement effectué par un tiers non justifié,Paiement par tiers détecté,0.65,MEDIUM,Procédure AML section 5.2,2026-08-06
BA001305,R07,Pays élevé dans les flux,Banque origine ou destination dans pays à risque élevé,Banque origine dans pays élevé : United Arab Emirates,0.6,MEDIUM,LC 18/9 — Questions I20 / I47,2026-08-06
BA001305,R09,Rachat précoce et perte combinés,Rachat précoce ET perte acceptée simultanément,Rachat précoce ET perte acceptée — pattern blanchiment classique,0.95,CRITICAL,LC 18/9 — Question I50,2026-08-06
BA001308,R01,Rachat précoce,Rachat dans les 6 mois suivant la souscription,Rachat après 90 jours (< 180 jours),0.75,HIGH,Procédure AML section 5.2,2026-08-06
BA001308,R02,Perte acceptée,Rachat avec pénalités disproportionnées acceptées,Rachat avec pénalités acceptées détecté,0.8,HIGH,LC 18/9 — Question I45,2026-08-06
BA001308,R04,Tiers payeur,Paiement effectué par un tiers non justifié,Paiement par tiers détecté,0.65,MEDIUM,Procédure AML section 5.2,2026-08-06
BA001308,R07,Pays élevé dans les flux,Banque origine ou destination dans pays à risque élevé,Banque origine dans pays élevé : Cayman Islands,0.6,MEDIUM,LC 18/9 — Questions I20 / I47,2026-08-06
BA001308,R09,Rachat précoce et perte combinés,Rachat précoce ET perte acceptée simultanément,Rachat précoce ET perte acceptée — pattern blanchiment classique,0.95,CRITICAL,LC 18/9 — Question I50,2026-08-06
BA001311,R01,Rachat précoce,Rachat dans les 6 mois suivant la souscription,Rachat après 80 jours (< 180 jours),0.75,HIGH,Procédure AML section 5.2,2026-08-06
BA001311,R02,Perte acceptée,Rachat avec pénalités disproportionnées acceptées,Rachat avec pénalités acceptées détecté,0.8,HIGH,LC 18/9 — Question I45,2026-08-06
BA001311,R03,Pays interdit,Transaction vers ou depuis un pays interdit,Origine fonds pays interdit : Monaco,1.0,CRITICAL,Classification pays Wealins,2026-08-06
BA001311,R04,Tiers payeur,Paiement effectué par un tiers non justifié,Paiement par tiers détecté,0.65,MEDIUM,Procédure AML section 5.2,2026-08-06
BA001311,R06,Score LC189 élevé,Score LC 18/9 supérieur à 15,Score LC 18/9 = 25 > 15,0.7,HIGH,LC 18/9 — Seuil HIGH,2026-08-06
BA001311,R09,Rachat précoce et perte combinés,Rachat précoce ET perte acceptée simultanément,Rachat précoce ET perte acceptée — pattern blanchiment classique,0.95,CRITICAL,LC 18/9 — Question I50,2026-08-06
BA001315,R01,Rachat précoce,Rachat dans les 6 mois suivant la souscription,Rachat après 58 jours (< 180 jours),0.75,HIGH,Procédure AML section 5.2,2026-08-06
BA001315,R02,Perte acceptée,Rachat avec pénalités disproportionnées acceptées,Rachat avec pénalités acceptées détecté,0.8,HIGH,LC 18/9 — Question I45,2026-08-06
BA001315,R03,Pays interdit,Transaction vers ou depuis un pays interdit,Destination fonds pays interdit : Monaco,1.0,CRITICAL,Classification pays Wealins,2026-08-06
BA001315,R04,Tiers payeur,Paiement effectué par un tiers non justifié,Paiement par tiers détecté,0.65,MEDIUM,Procédure AML section 5.2,2026-08-06
BA001315,R07,Pays élevé dans les flux,Banque origine ou destination dans pays à risque élevé,Banque origine dans pays élevé : United Arab Emirates,0.6,MEDIUM,LC 18/9 — Questions I20 / I47,2026-08-06
BA001315,R09,Rachat précoce et perte combinés,Rachat précoce ET perte acceptée simultanément,Rachat précoce ET perte acceptée — pattern blanchiment classique,0.95,CRITICAL,LC 18/9 — Question I50,2026-08-06
BA001315,R12,Arbitrage vers fonds offshore,Arbitrage vers un fonds dans une juridiction à risque,Arbitrage vers fonds suspect : PE_CAY_01,0.75,HIGH,LC 18/9 — Questions I35/I36,2026-08-06
BA001323,R01,Rachat précoce,Rachat dans les 6 mois suivant la souscription,Rachat après 81 jours (< 180 jours),0.75,HIGH,Procédure AML section 5.2,2026-08-06
BA001323,R02,Perte acceptée,Rachat avec pénalités disproportionnées acceptées,Rachat avec pénalités acceptées détecté,0.8,HIGH,LC 18/9 — Question I45,2026-08-06
BA001323,R03,Pays interdit,Transaction vers ou depuis un pays interdit,Origine fonds pays interdit : Monaco,1.0,CRITICAL,Classification pays Wealins,2026-08-06
BA001323,R04,Tiers payeur,Paiement effectué par un tiers non justifié,Paiement par tiers détecté,0.65,MEDIUM,Procédure AML section 5.2,2026-08-06
BA001323,R05,PEP avec rachat,Client PEP effectuant un rachat,Client PEP (PPE1) avec 2 rachat(s),0.85,HIGH,Procédure AML — Vigilance renforcée PEP,2026-08-06
BA001323,R06,Score LC189 élevé,Score LC 18/9 supérieur à 15,Score LC 18/9 = 20 > 15,0.7,HIGH,LC 18/9 — Seuil HIGH,2026-08-06
BA001323,R09,Rachat précoce et perte combinés,Rachat précoce ET perte acceptée simultanément,Rachat précoce ET perte acceptée — pattern blanchiment classique,0.95,CRITICAL,LC 18/9 — Question I50,2026-08-06
BA001329,R05,PEP avec rachat,Client PEP effectuant un rachat,Client PEP (PPE1) avec 1 rachat(s),0.85,HIGH,Procédure AML — Vigilance renforcée PEP,2026-08-06
BA001332,R01,Rachat précoce,Rachat dans les 6 mois suivant la souscription,Rachat après 72 jours (< 180 jours),0.75,HIGH,Procédure AML section 5.2,2026-08-06
BA001332,R02,Perte acceptée,Rachat avec pénalités disproportionnées acceptées,Rachat avec pénalités acceptées détecté,0.8,HIGH,LC 18/9 — Question I45,2026-08-06
BA001332,R04,Tiers payeur,Paiement effectué par un tiers non justifié,Paiement par tiers détecté,0.65,MEDIUM,Procédure AML section 5.2,2026-08-06
BA001332,R07,Pays élevé dans les flux,Banque origine ou destination dans pays à risque élevé,Banque origine dans pays élevé : Panama,0.6,MEDIUM,LC 18/9 — Questions I20 / I47,2026-08-06
BA001332,R09,Rachat précoce et perte combinés,Rachat précoce ET perte acceptée simultanément,Rachat précoce ET perte acceptée — pattern blanchiment classique,0.95,CRITICAL,LC 18/9 — Question I50,2026-08-06
BA001340,R04,Tiers payeur,Paiement effectué par un tiers non justifié,Paiement par tiers détecté,0.65,MEDIUM,Procédure AML section 5.2,2026-08-06
BA001343,R04,Tiers payeur,Paiement effectué par un tiers non justifié,Paiement par tiers détecté,0.65,MEDIUM,Procédure AML section 5.2,2026-08-06
BA001345,R04,Tiers payeur,Paiement effectué par un tiers non justifié,Paiement par tiers détecté,0.65,MEDIUM,Procédure AML section 5.2,2026-08-06
BA000030,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA000030,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA000030,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA000035,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA000060,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA000071,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA000084,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA000090,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA000100,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA000147,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA000155,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA000159,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA000187,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA000190,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA000219,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA000227,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA000240,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA000247,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA000247,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA000248,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA000281,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA000321,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA000332,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA000356,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA000429,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA000469,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA000472,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA000493,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA000509,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA000521,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA000535,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA000541,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA000554,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA000590,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA000608,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA000638,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA000659,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA000715,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA000731,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA000737,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA000741,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA000756,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA000756,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA000777,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA000851,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA000873,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA000922,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA000932,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA000949,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA000964,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA000983,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA001010,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA001065,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA001086,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA001097,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA001100,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA001141,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA001168,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA001175,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA001210,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA001222,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
